council,group,color,school,location,date,start,end,day
Middlesbrough,Year 3 & 4,green,Evenings,"Ace Building, Parliament Road, TS1 4NT",11/19/14,06:00:00 PM,08:00:00 PM,
Middlesbrough,Year 5 & 6,blue,Evenings,"Ace Building, Parliament Road, TS1 4NT",11/20/14,06:00:00 PM,08:00:00 PM,
Middlesbrough,Year 3 & 4,red,Abingdon,"Abingdon, Abingdon Road, TS1 3JR",11/25/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,orange,Abingdon,"Abingdon, Abingdon Road, TS1 3JR",11/27/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 3 & 4,red,Archibald ,"Archibald, Ayresome Green Lane, TS5 4DY",11/24/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,orange,Archibald ,"Archibald, Ayresome Green Lane, TS5 4DY",11/25/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 3 & 4,red,Ayresome,"Ayersome, Worcester Street, TS1 4NT ",11/26/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,orange,Ayresome,"Ayersome, Worcester Street, TS1 4NT ",11/28/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 3 & 4,red,Berwick Hills,"Community HUB (Neptune Centre), Ornesby Road, TS3 7RP",11/24/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 5 & 6,orange,Berwick Hills,"Community HUB (Neptune Centre), Ornesby Road, TS3 7RP",11/24/14,12:00:00 PM,02:00:00 PM,
Middlesbrough,Year 3 & 4,red,Corpus Christi,"Corpus Christi, Cargo Fleet Lane, TS3 8NL",11/25/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 5 & 6,orange,Corpus Christi,"Corpus Christi, Cargo Fleet Lane, TS3 8NL",11/25/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,blue,Hemlington Hall,"Hemlington Hall, Briscoe Way, TS8 9DA",11/25/14,09:00:00 AM,11:00:00 AM,
Middlesbrough,Year 5 & 6,orange,Hemlington Hall,"Hemlington Hall, Briscoe Way, TS8 9DA",11/25/14,03:30:00 PM,05:30:00 PM,
Middlesbrough,Year 3 & 4,red,Linthorpe,"Linthorpe, Roman Road, TS5 6EA",11/24/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,orange,Linthorpe,"Linthorpe, Roman Road, TS5 6EA",11/26/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 3 & 4,red,Sacred Heart,"Sacred Heart, Ayresome Street, TS1 4NP",11/26/14,03:30:00 PM,05:30:00 PM,
Middlesbrough,Year 5 & 6,orange,Sacred Heart,"Sacred Heart, Ayresome Street, TS1 4NP",11/27/14,03:30:00 PM,05:30:00 PM,
Middlesbrough,Year 3 & 4,red,Evenings,"Ace Building, Parliament Road, TS1 4NT",11/26/14,06:00:00 PM,08:00:00 PM,
Middlesbrough,Year 5 & 6,orange,Evenings,"Ace Building, Parliament Road, TS1 4NT",11/27/14,06:00:00 PM,08:00:00 PM,
